"","data_id","treat","age","educ","black","hisp","marr","nodegree","re74","re75","re78","earning_log"
"1","Dehejia-Wahba Sample",1,37,11,1,0,1,1,0,0,9930.0458984375,9.20342107862639
"2","Dehejia-Wahba Sample",1,22,9,0,1,0,1,0,0,3595.89404296875,8.18782598620553
"3","Dehejia-Wahba Sample",1,30,12,1,0,0,0,0,0,24909.44921875,10.1230426417648
"4","Dehejia-Wahba Sample",1,27,11,1,0,0,1,0,0,7506.14599609375,8.92361064537826
"5","Dehejia-Wahba Sample",1,33,8,1,0,0,1,0,0,289.789886474609,5.6726009667692
"6","Dehejia-Wahba Sample",1,22,9,1,0,0,1,0,0,4056.49389648438,8.30832079513238
"7","Dehejia-Wahba Sample",1,23,12,1,0,0,0,0,0,0,0
"8","Dehejia-Wahba Sample",1,32,11,1,0,0,1,0,0,8472.158203125,9.04465858746579
"9","Dehejia-Wahba Sample",1,22,16,1,0,0,0,0,0,2164.02197265625,7.680185789418
"10","Dehejia-Wahba Sample",1,33,12,0,0,1,0,0,0,12418.0703125,9.42698849861974
"11","Dehejia-Wahba Sample",1,19,9,1,0,0,1,0,0,8173.908203125,9.00882476672687
"12","Dehejia-Wahba Sample",1,21,13,1,0,0,0,0,0,17094.640625,9.74657877577897
"13","Dehejia-Wahba Sample",1,18,8,1,0,0,1,0,0,0,0
"14","Dehejia-Wahba Sample",1,27,10,1,0,1,1,0,0,18739.9296875,9.83846516435378
"15","Dehejia-Wahba Sample",1,17,7,1,0,0,1,0,0,3023.87890625,8.01462633867195
"16","Dehejia-Wahba Sample",1,19,10,1,0,0,1,0,0,3228.5029296875,8.08008351263654
"17","Dehejia-Wahba Sample",1,27,13,1,0,0,0,0,0,14581.8603515625,9.58760216955597
"18","Dehejia-Wahba Sample",1,23,10,1,0,0,1,0,0,7693.39990234375,8.94824805783154
"19","Dehejia-Wahba Sample",1,40,12,1,0,0,0,0,0,10804.3203125,9.28779391334194
"20","Dehejia-Wahba Sample",1,26,12,1,0,0,0,0,0,10747.349609375,9.28250749706038
"21","Dehejia-Wahba Sample",1,23,11,1,0,0,1,0,0,0,0
"22","Dehejia-Wahba Sample",1,41,14,0,0,0,0,0,0,5149.5009765625,8.54684926592911
"23","Dehejia-Wahba Sample",1,38,9,0,0,0,1,0,0,6408.9501953125,8.76560678004249
"24","Dehejia-Wahba Sample",1,24,11,1,0,0,1,0,0,1991.40002441406,7.59709523345272
"25","Dehejia-Wahba Sample",1,18,10,1,0,0,1,0,0,11163.169921875,9.32046481505946
"26","Dehejia-Wahba Sample",1,29,11,1,0,1,1,0,0,9642.9990234375,9.17409113803991
"27","Dehejia-Wahba Sample",1,25,11,1,0,0,1,0,0,9897.048828125,9.20009292863009
"28","Dehejia-Wahba Sample",1,27,10,0,1,0,1,0,0,11142.8701171875,9.31864486043726
"29","Dehejia-Wahba Sample",1,17,10,1,0,0,1,0,0,16218.0400390625,9.69394114213638
"30","Dehejia-Wahba Sample",1,24,11,1,0,0,1,0,0,995.7001953125,6.90445001793256
"31","Dehejia-Wahba Sample",1,17,10,1,0,0,1,0,0,0,0
"32","Dehejia-Wahba Sample",1,48,4,1,0,0,1,0,0,6551.591796875,8.78761594454239
"33","Dehejia-Wahba Sample",1,25,11,1,0,1,1,0,0,1574.42395019531,7.3622796897659
"34","Dehejia-Wahba Sample",1,20,12,1,0,0,0,0,0,0,0
"35","Dehejia-Wahba Sample",1,25,12,1,0,0,0,0,0,3191.7529296875,8.06863881098225
"36","Dehejia-Wahba Sample",1,42,14,1,0,0,0,0,0,20505.9296875,9.92851814154262
"37","Dehejia-Wahba Sample",1,25,5,1,0,0,1,0,0,6181.8798828125,8.72953944236234
"38","Dehejia-Wahba Sample",1,23,12,1,0,1,0,0,0,5911.55078125,8.68483262155823
"39","Dehejia-Wahba Sample",1,46,8,1,0,1,1,0,0,3094.15600585938,8.03759358961876
"40","Dehejia-Wahba Sample",1,24,10,1,0,0,1,0,0,0,0
"41","Dehejia-Wahba Sample",1,21,12,1,0,0,0,0,0,1254.58203125,7.13535451397817
"42","Dehejia-Wahba Sample",1,19,9,0,0,0,1,0,0,13188.830078125,9.48720136299949
"43","Dehejia-Wahba Sample",1,17,8,1,0,0,1,0,0,8061.48486328125,8.99497708367979
"44","Dehejia-Wahba Sample",1,18,8,0,1,1,1,0,0,2787.9599609375,7.93342403146044
"45","Dehejia-Wahba Sample",1,20,11,1,0,0,1,0,0,3972.5400390625,8.28741267385205
"46","Dehejia-Wahba Sample",1,25,11,1,0,1,1,0,0,0,0
"47","Dehejia-Wahba Sample",1,17,8,1,0,0,1,0,0,0,0
"48","Dehejia-Wahba Sample",1,17,9,1,0,0,1,0,0,0,0
"49","Dehejia-Wahba Sample",1,25,5,1,0,0,1,0,0,12187.41015625,9.40824079200491
"50","Dehejia-Wahba Sample",1,23,12,1,0,0,0,0,0,4843.17578125,8.4855323924642
"51","Dehejia-Wahba Sample",1,28,8,1,0,0,1,0,0,0,0
"52","Dehejia-Wahba Sample",1,31,11,1,0,1,1,0,0,8087.48681640625,8.99819694885017
"53","Dehejia-Wahba Sample",1,18,11,1,0,0,1,0,0,0,0
"54","Dehejia-Wahba Sample",1,25,12,1,0,0,0,0,0,2348.97290039062,7.76215907532304
"55","Dehejia-Wahba Sample",1,30,11,1,0,1,1,0,0,590.781799316406,6.38313798470508
"56","Dehejia-Wahba Sample",1,17,10,1,0,0,1,0,0,0,0
"57","Dehejia-Wahba Sample",1,37,9,1,0,0,1,0,0,1067.50598144531,6.97401667272698
"58","Dehejia-Wahba Sample",1,41,4,1,0,1,1,0,0,7284.98583984375,8.89370803409198
"59","Dehejia-Wahba Sample",1,42,14,1,0,1,0,0,0,13167.51953125,9.48558437621283
"60","Dehejia-Wahba Sample",1,22,11,0,0,0,1,0,0,1048.43200683594,6.95600435091703
"61","Dehejia-Wahba Sample",1,17,8,1,0,0,1,0,0,0,0
"62","Dehejia-Wahba Sample",1,29,8,1,0,0,1,0,0,1923.93798828125,7.56264903232314
"63","Dehejia-Wahba Sample",1,35,10,1,0,0,1,0,0,4666.23583984375,8.44832227817288
"64","Dehejia-Wahba Sample",1,27,11,1,0,0,1,0,0,549.298400878906,6.31046067815363
"65","Dehejia-Wahba Sample",1,29,4,1,0,0,1,0,0,762.914611816406,6.63845601828218
"66","Dehejia-Wahba Sample",1,28,9,1,0,0,1,0,0,10694.2900390625,9.27755874027572
"67","Dehejia-Wahba Sample",1,27,11,1,0,0,1,0,0,0,0
"68","Dehejia-Wahba Sample",1,23,7,0,0,0,1,0,0,0,0
"69","Dehejia-Wahba Sample",1,45,5,1,0,1,1,0,0,8546.71484375,9.05341925647104
"70","Dehejia-Wahba Sample",1,29,13,1,0,0,0,0,0,7479.65576171875,8.92007573580483
"71","Dehejia-Wahba Sample",1,27,9,1,0,0,1,0,0,0,0
"72","Dehejia-Wahba Sample",1,46,13,1,0,0,0,0,0,647.20458984375,6.47420637158912
"73","Dehejia-Wahba Sample",1,18,6,1,0,0,1,0,0,0,0
"74","Dehejia-Wahba Sample",1,25,12,1,0,0,0,0,0,11965.8095703125,9.3898922275458
"75","Dehejia-Wahba Sample",1,28,15,1,0,0,0,0,0,9598.541015625,9.16947056544056
"76","Dehejia-Wahba Sample",1,25,11,0,0,0,1,0,0,18783.349609375,9.84077933453804
"77","Dehejia-Wahba Sample",1,22,12,1,0,0,0,0,0,18678.080078125,9.83515946421714
"78","Dehejia-Wahba Sample",1,21,9,1,0,0,1,0,0,0,0
"79","Dehejia-Wahba Sample",1,40,11,1,0,0,1,0,0,23005.599609375,10.0435363932901
"80","Dehejia-Wahba Sample",1,22,11,1,0,0,1,0,0,6456.69677734375,8.77302799718767
"81","Dehejia-Wahba Sample",1,25,12,1,0,0,0,0,0,0,0
"82","Dehejia-Wahba Sample",1,18,12,1,0,0,0,0,0,2321.10693359375,7.75023021356342
"83","Dehejia-Wahba Sample",1,38,12,0,0,0,0,0,0,4941.84912109375,8.50569718908908
"84","Dehejia-Wahba Sample",1,27,13,1,0,0,0,0,0,0,0
"85","Dehejia-Wahba Sample",1,27,8,1,0,0,1,0,0,0,0
"86","Dehejia-Wahba Sample",1,38,11,1,0,0,1,0,0,0,0
"87","Dehejia-Wahba Sample",1,23,8,0,1,0,1,0,0,3881.28393554688,8.26417890261706
"88","Dehejia-Wahba Sample",1,26,11,1,0,0,1,0,0,17230.9609375,9.75452113253543
"89","Dehejia-Wahba Sample",1,21,12,0,0,0,0,0,0,8048.60302734375,8.99337805582322
"90","Dehejia-Wahba Sample",1,25,8,1,0,0,1,0,0,0,0
"91","Dehejia-Wahba Sample",1,31,11,1,0,1,1,0,0,14509.9296875,9.58265741601729
"92","Dehejia-Wahba Sample",1,17,10,1,0,0,1,0,0,0,0
"93","Dehejia-Wahba Sample",1,25,11,1,0,0,1,0,0,0,0
"94","Dehejia-Wahba Sample",1,21,12,1,0,0,0,0,0,9983.7841796875,9.20881763116339
"95","Dehejia-Wahba Sample",1,44,11,1,0,0,1,0,0,0,0
"96","Dehejia-Wahba Sample",1,25,12,0,0,0,0,0,0,5587.5029296875,8.62846671806057
"97","Dehejia-Wahba Sample",1,18,9,1,0,0,1,0,0,4482.84521484375,8.40823626415908
"98","Dehejia-Wahba Sample",1,42,12,1,0,0,0,0,0,2456.15307617188,7.80675867264474
"99","Dehejia-Wahba Sample",1,25,10,1,0,0,1,0,0,0,0
"100","Dehejia-Wahba Sample",1,31,9,0,1,0,1,0,0,26817.599609375,10.1968509410569
"101","Dehejia-Wahba Sample",1,24,10,1,0,0,1,0,0,0,0
"102","Dehejia-Wahba Sample",1,26,10,1,0,0,1,0,0,9265.7880859375,9.13419211372379
"103","Dehejia-Wahba Sample",1,25,11,1,0,0,1,0,0,485.229797363281,6.18668134623051
"104","Dehejia-Wahba Sample",1,18,11,1,0,0,1,0,0,4814.626953125,8.47962152408919
"105","Dehejia-Wahba Sample",1,19,11,1,0,0,1,0,0,7458.10498046875,8.91719071019165
"106","Dehejia-Wahba Sample",1,43,9,1,0,0,1,0,0,0,0
"107","Dehejia-Wahba Sample",1,27,13,1,0,0,0,0,0,34099.28125,10.4370609110382
"108","Dehejia-Wahba Sample",1,17,9,1,0,0,1,0,0,1953.26794433594,7.57777094926933
"109","Dehejia-Wahba Sample",1,30,11,1,0,0,1,0,0,0,0
"110","Dehejia-Wahba Sample",1,26,10,1,0,1,1,2027.9990234375,0,0,0
"111","Dehejia-Wahba Sample",1,20,9,1,0,0,1,6083.994140625,0,8881.6650390625,9.09185690797166
"112","Dehejia-Wahba Sample",1,17,9,0,1,0,1,445.17041015625,74.3434524536133,6210.669921875,8.7341850472926
"113","Dehejia-Wahba Sample",1,20,12,1,0,0,0,989.267822265625,165.207702636719,0,0
"114","Dehejia-Wahba Sample",1,18,11,1,0,0,1,858.254272460938,214.563598632812,929.883911132812,6.83613457684151
"115","Dehejia-Wahba Sample",1,27,12,1,0,1,0,3670.8720703125,334.049285888672,0,0
"116","Dehejia-Wahba Sample",1,21,12,0,0,0,0,3670.8720703125,334.049407958984,12558.01953125,9.43819437417656
"117","Dehejia-Wahba Sample",1,27,12,1,0,0,0,2143.4130859375,357.949890136719,22163.25,10.0062359094761
"118","Dehejia-Wahba Sample",1,20,12,1,0,0,0,0,377.568603515625,1652.63696289062,7.41073236109949
"119","Dehejia-Wahba Sample",1,19,10,1,0,0,1,0,385.274108886719,8124.71484375,9.00278898409709
"120","Dehejia-Wahba Sample",1,23,12,1,0,0,0,5506.30810546875,501.074096679688,671.331787109375,6.51075194949572
"121","Dehejia-Wahba Sample",1,29,14,1,0,0,0,0,679.673400878906,17814.98046875,9.78785111266078
"122","Dehejia-Wahba Sample",1,18,10,1,0,0,1,0,798.907897949219,9737.154296875,9.18380688143895
"123","Dehejia-Wahba Sample",1,19,9,1,0,0,1,0,798.907897949219,17685.1796875,9.78053880495628
"124","Dehejia-Wahba Sample",1,27,13,0,0,1,0,9381.56640625,853.722473144531,0,0
"125","Dehejia-Wahba Sample",1,18,11,0,0,0,1,3678.23095703125,919.557922363281,4321.705078125,8.37163666076398
"126","Dehejia-Wahba Sample",1,27,9,1,0,1,1,0,934.445373535156,1773.42297363281,7.48123056378055
"127","Dehejia-Wahba Sample",1,22,12,1,0,0,0,5605.85205078125,936.177307128906,0,0
"128","Dehejia-Wahba Sample",1,23,10,1,0,1,1,0,936.438598632812,11233.259765625,9.3267232959891
"129","Dehejia-Wahba Sample",1,23,12,0,1,0,0,9385.740234375,1117.43896484375,559.443176269531,6.32872785694385
"130","Dehejia-Wahba Sample",1,20,11,1,0,0,1,3637.498046875,1220.83605957031,1085.43994140625,6.99066152104601
"131","Dehejia-Wahba Sample",1,17,9,1,0,0,1,1716.50903320312,1253.43896484375,5445.2001953125,8.6026734326228
"132","Dehejia-Wahba Sample",1,28,11,1,0,0,1,0,1284.07897949219,60307.9296875,11.0072354594379
"133","Dehejia-Wahba Sample",1,26,11,1,0,1,1,0,1392.85302734375,1460.35998535156,7.28712277794459
"134","Dehejia-Wahba Sample",1,20,11,1,0,0,1,16318.6201171875,1484.99401855469,6943.341796875,8.84568247702903
"135","Dehejia-Wahba Sample",1,24,11,1,0,1,1,824.388610839844,1666.11303710938,4032.7080078125,8.30244133310126
"136","Dehejia-Wahba Sample",1,31,9,1,0,0,1,0,1698.60705566406,10363.26953125,9.24611954783265
"137","Dehejia-Wahba Sample",1,23,8,0,0,1,1,0,1713.15002441406,4232.30908203125,8.35073925510813
"138","Dehejia-Wahba Sample",1,18,10,1,0,0,1,2143.41088867188,1784.27404785156,11141.3896484375,9.31851200110889
"139","Dehejia-Wahba Sample",1,29,12,1,0,0,0,10881.9404296875,1817.28405761719,0,0
"140","Dehejia-Wahba Sample",1,26,11,0,0,0,1,0,2226.26611328125,13385.8603515625,9.50202893408605
"141","Dehejia-Wahba Sample",1,24,9,1,0,0,1,9154.7001953125,2288.67504882812,4849.55908203125,8.48684925193354
"142","Dehejia-Wahba Sample",1,25,12,1,0,0,0,14426.7900390625,2409.27392578125,0,0
"143","Dehejia-Wahba Sample",1,24,10,1,0,0,1,4250.40185546875,2421.94702148438,1660.50805664062,7.41548093679922
"144","Dehejia-Wahba Sample",1,46,8,1,0,0,1,3165.65795898438,2594.72290039062,0,0
"145","Dehejia-Wahba Sample",1,31,12,0,0,0,0,0,2611.21801757812,2484.54907226562,7.8182488687579
"146","Dehejia-Wahba Sample",1,19,11,1,0,0,1,2305.02587890625,2615.27587890625,4146.60302734375,8.33028586258639
"147","Dehejia-Wahba Sample",1,19,8,1,0,0,1,0,2657.05688476562,9970.6806640625,9.20750442087182
"148","Dehejia-Wahba Sample",1,27,11,1,0,0,1,2206.93994140625,2666.27392578125,0,0
"149","Dehejia-Wahba Sample",1,26,11,1,0,1,1,0,2754.64599609375,26372.279296875,10.1801066287212
"150","Dehejia-Wahba Sample",1,20,10,1,0,0,1,5005.73095703125,2777.35498046875,5615.18896484375,8.63340859272572
"151","Dehejia-Wahba Sample",1,28,10,1,0,0,1,0,2836.50610351562,3196.57104492188,8.07014675210276
"152","Dehejia-Wahba Sample",1,24,12,1,0,0,0,13765.75,2842.76391601562,6167.68115234375,8.72724034240522
"153","Dehejia-Wahba Sample",1,19,8,1,0,0,1,2636.35302734375,2937.26391601562,7535.94189453125,8.92757179445078
"154","Dehejia-Wahba Sample",1,23,12,1,0,0,0,6269.3408203125,3039.9599609375,8484.2392578125,9.04608337500943
"155","Dehejia-Wahba Sample",1,42,9,1,0,1,1,0,3058.53100585938,1294.40905761719,7.16658179886362
"156","Dehejia-Wahba Sample",1,25,13,1,0,0,0,12362.9296875,3090.73193359375,0,0
"157","Dehejia-Wahba Sample",1,18,9,1,0,0,1,0,3287.375,5010.341796875,8.51945898194808
"158","Dehejia-Wahba Sample",1,21,12,1,0,0,0,6473.68310546875,3332.40893554688,9371.037109375,9.14548575922025
"159","Dehejia-Wahba Sample",1,27,10,1,0,0,1,1001.14599609375,3550.07495117188,0,0
"160","Dehejia-Wahba Sample",1,21,8,1,0,0,1,989.267822265625,3695.89697265625,4279.61279296875,8.36185145425443
"161","Dehejia-Wahba Sample",1,22,9,1,0,0,1,2192.876953125,3836.98608398438,3462.56396484375,8.15005338555941
"162","Dehejia-Wahba Sample",1,31,4,1,0,0,1,8517.5888671875,4023.2109375,7382.548828125,8.90700967303275
"163","Dehejia-Wahba Sample",1,24,10,1,0,1,1,11703.2001953125,4078.15209960938,0,0
"164","Dehejia-Wahba Sample",1,29,10,1,0,0,1,0,4398.9501953125,0,0
"165","Dehejia-Wahba Sample",1,29,12,1,0,0,0,9748.38671875,4878.93701171875,10976.509765625,9.30360389203921
"166","Dehejia-Wahba Sample",1,19,10,0,0,0,1,0,5324.10888671875,13829.6201171875,9.53464026220655
"167","Dehejia-Wahba Sample",1,19,11,0,1,1,1,5424.48486328125,5463.80322265625,6788.462890625,8.8231271144232
"168","Dehejia-Wahba Sample",1,31,9,1,0,0,1,10717.0302734375,5517.8408203125,9558.5009765625,9.16529080557869
"169","Dehejia-Wahba Sample",1,22,10,1,0,1,1,1468.34802246094,5588.6640625,13228.2802734375,9.49018785452849
"170","Dehejia-Wahba Sample",1,21,9,1,0,0,1,6416.47021484375,5749.3310546875,743.666625976562,6.612936636319
"171","Dehejia-Wahba Sample",1,17,10,1,0,0,1,1291.46801757812,5793.85205078125,5522.7880859375,8.61681915136347
"172","Dehejia-Wahba Sample",1,26,12,1,0,1,0,8408.76171875,5794.8310546875,1424.94396972656,7.26258930828544
"173","Dehejia-Wahba Sample",1,20,9,0,1,0,1,12260.7802734375,5875.048828125,1358.64294433594,7.21497740333074
"174","Dehejia-Wahba Sample",1,19,10,1,0,0,1,4121.94921875,6056.75390625,0,0
"175","Dehejia-Wahba Sample",1,26,10,1,0,0,1,25929.6796875,6788.9580078125,672.877319335938,6.51304807555547
"176","Dehejia-Wahba Sample",1,28,11,1,0,0,1,1929.02905273438,6871.85595703125,0,0
"177","Dehejia-Wahba Sample",1,22,12,0,1,1,0,492.230499267578,7055.7021484375,10092.830078125,9.21967963281013
"178","Dehejia-Wahba Sample",1,33,11,1,0,0,1,0,7867.916015625,6281.43310546875,8.74551262160439
"179","Dehejia-Wahba Sample",1,22,12,0,0,0,0,6759.994140625,8455.50390625,12590.7099609375,9.44079393679419
"180","Dehejia-Wahba Sample",1,29,10,0,1,0,1,0,8853.673828125,5112.01416015625,8.53954436451803
"181","Dehejia-Wahba Sample",1,33,12,1,0,1,0,20279.94921875,10941.349609375,15952.599609375,9.67743976358946
"182","Dehejia-Wahba Sample",1,25,14,1,0,1,0,35040.0703125,11536.5703125,36646.94921875,10.509112749917
"183","Dehejia-Wahba Sample",1,35,9,1,0,1,1,13602.4296875,13830.6396484375,12803.9697265625,9.45758863444204
"184","Dehejia-Wahba Sample",1,35,8,1,0,1,1,13732.0703125,17976.150390625,3786.6279296875,8.23949522606238
"185","Dehejia-Wahba Sample",1,33,11,1,0,1,1,14660.7099609375,25142.240234375,4181.94189453125,8.33877008048539
"186","Dehejia-Wahba Sample",0,23,10,1,0,0,1,0,0,0,0
"187","Dehejia-Wahba Sample",0,26,12,0,0,0,0,0,0,12383.6796875,9.42421547864997
"188","Dehejia-Wahba Sample",0,22,9,1,0,0,1,0,0,0,0
"189","Dehejia-Wahba Sample",0,18,9,1,0,0,1,0,0,10740.080078125,9.28183092893987
"190","Dehejia-Wahba Sample",0,45,11,1,0,0,1,0,0,11796.4697265625,9.37564035750804
"191","Dehejia-Wahba Sample",0,18,9,1,0,0,1,0,0,9227.0517578125,9.1300032280569
"192","Dehejia-Wahba Sample",0,24,8,0,0,0,1,0,0,10569.26953125,9.2658005781844
"193","Dehejia-Wahba Sample",0,34,11,1,0,1,1,0,0,6040.3349609375,8.7063802865303
"194","Dehejia-Wahba Sample",0,24,4,0,1,0,1,0,0,3880.8330078125,8.26406274575385
"195","Dehejia-Wahba Sample",0,36,10,1,0,0,1,0,0,0,0
"196","Dehejia-Wahba Sample",0,21,14,1,0,0,0,0,0,5775.06201171875,8.66147741661592
"197","Dehejia-Wahba Sample",0,28,9,1,0,0,1,0,0,0,0
"198","Dehejia-Wahba Sample",0,27,7,1,0,1,1,0,0,0,0
"199","Dehejia-Wahba Sample",0,19,11,0,0,0,1,0,0,0,0
"200","Dehejia-Wahba Sample",0,20,8,1,0,0,1,0,0,0,0
"201","Dehejia-Wahba Sample",0,34,12,1,0,0,0,0,0,2113.72192382812,7.65667860474093
"202","Dehejia-Wahba Sample",0,24,10,1,0,0,1,0,0,7618.63916015625,8.93848429324924
"203","Dehejia-Wahba Sample",0,22,8,0,1,0,1,0,0,9920.9453125,9.20250428110422
"204","Dehejia-Wahba Sample",0,25,11,1,0,0,1,0,0,4196.375,8.34221460887754
"205","Dehejia-Wahba Sample",0,39,9,1,0,0,1,0,0,0,0
"206","Dehejia-Wahba Sample",0,19,9,1,0,1,1,0,0,16658.25,9.72072089670029
"207","Dehejia-Wahba Sample",0,44,9,1,0,0,1,0,0,9722.0029296875,9.18224979312479
"208","Dehejia-Wahba Sample",0,27,8,1,0,0,1,0,0,3783.65991210938,8.2387113103444
"209","Dehejia-Wahba Sample",0,25,8,1,0,0,1,0,0,3515.92895507812,8.16534343183723
"210","Dehejia-Wahba Sample",0,31,10,1,0,0,1,0,0,17014.58984375,9.74188525243759
"211","Dehejia-Wahba Sample",0,34,10,1,0,1,1,0,0,0,0
"212","Dehejia-Wahba Sample",0,21,7,0,1,0,1,0,0,0,0
"213","Dehejia-Wahba Sample",0,33,12,1,0,0,0,0,0,5970.2568359375,8.69471270951197
"214","Dehejia-Wahba Sample",0,18,10,0,1,0,1,0,0,1859.1669921875,7.52842154342316
"215","Dehejia-Wahba Sample",0,26,12,1,0,1,0,0,0,6191.94287109375,8.73116567614075
"216","Dehejia-Wahba Sample",0,31,12,1,0,0,0,0,0,7284.39404296875,8.89362680679846
"217","Dehejia-Wahba Sample",0,35,10,1,0,0,1,0,0,445.830902099609,6.10218022796276
"218","Dehejia-Wahba Sample",0,20,12,1,0,0,0,0,0,0,0
"219","Dehejia-Wahba Sample",0,25,11,1,0,0,1,0,0,0,0
"220","Dehejia-Wahba Sample",0,25,10,1,0,0,1,0,0,7367.0400390625,8.90490701210367
